Acronyme,Nomdelorganisation,Typedorganisation,adm1code,adm2code,date,Secteur
SI,SOLIDARITÉS INTERNATIONAL,ONG Internationale,HT10,HT1024,01sep2020,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT10,HT1032,01sep2020,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT07,HT0731,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT04,HT0432,11may2023,Sécurité Alimentaire
HLD,HAÏTI EN LUTTE POUR LE DÉVELOPPEMENT,Société Civile,HT02,HT0232,01sep2020,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0811,24jun2022,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT01,HT0118,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0231,24jun2022,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT05,HT0523,24jun2022,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0731,11may2023,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0834,24jun2022,Sécurité Alimentaire
MIPROS,MOUVEMENT INTÉGRATION POUR LA PROMOTION SOCIALE,ONG Nationale,HT02,HT0213,11may2023,Sécurité Alimentaire
JAHA,JAMINOR HAITI,ONG Nationale,HT01,HT0133,01sep2020,Sécurité Alimentaire
WVI,World Vision Internationale - Haiti,ONG Internationale,HT01,HT0151,10jul2019,Sécurité Alimentaire
ID,INITIATIVE DÉVELOPPEMENT,ONG Internationale,HT09,HT0921,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0933,11may2023,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0811,24jun2022,Sécurité Alimentaire
CA,CHRISTIAN AID,ONG Internationale,HT07,HT0711,01sep2020,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT07,HT0711,11may2023,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT08,HT0815,01sep2020,Sécurité Alimentaire
GRET,GROUPE DE RECHERCHE ET D'ECHANGES TECHNOLOGIQUES,ONG Internationale,HT07,HT0733,01sep2020,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT10,HT1025,01sep2024,Sécurité Alimentaire
CARE Haiti,Cooperative For Assistance And Relief Everywhere Haiti,ONG Internationale,HT04,HT0441,01feb2025,Sécurité Alimentaire
GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",ONG Nationale,HT04,HT0411,01feb2024,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT07,HT0733,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT07,HT0715,11may2023,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT10,HT1014,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT01,HT0115,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT02,HT0212,01feb2025,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT05,HT0521,01feb2024,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT04,HT0412,24jun2022,Sécurité Alimentaire
WVI,World Vision International,ONG Internationale,HT01,HT0152,01sep2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0714,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0814,01jun2024,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT09,HT0914,01sep2020,Sécurité Alimentaire
FONKOZE,FONDASYON KOLE ZEPOL,ONG Nationale,HT03,HT0352,01sep2020,Sécurité Alimentaire
WHH,WHELTHUNGERHILFE,ONG Internationale,HT04,HT0442,01sep2020,Sécurité Alimentaire
HLD,HAÏTI EN LUTTE POUR LE DÉVELOPPEMENT,Société Civile,HT02,HT0211,01sep2020,Sécurité Alimentaire
CA,CHRISTIAN AID,ONG Internationale,HT07,HT0713,01sep2020,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT07,HT0743,11may2023,Sécurité Alimentaire
APRONHA,ASSOCIATION DES PROGRESSISTES POUR UNE NOUVELLE HAÏTI,ONG Nationale,HT07,HT0733,11may2023,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT05,HT0523,01feb2024,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT10,HT1013,01sep2020,Sécurité Alimentaire
CECI,Centre d'Étude et de Coopération Internationale,ONG Internationale,HT07,HT0711,01feb2024,Sécurité Alimentaire
WVI-H,WORLD VISION INTERNATIONAL-HAITI,ONG Internationale,HT03,HT0321,01sep2020,Sécurité Alimentaire
CECI,CENTRE D'ETUDE ET COOPÉRATION INTERNATIONALE,ONG Internationale,HT03,HT0313,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0361,24jun2022,Sécurité Alimentaire
FAO,FOOD AND AGRICULTURE ORGANISATION,Nations Unies,HT09,HT0911,01sep2020,Sécurité Alimentaire
CWW,CONCERN WORLDWIDE,ONG Internationale,HT01,HT0117,01sep2020,Sécurité Alimentaire
POLIMED,PLATEFORME DES ORGANISATIONS LOCALES ET INTERNATIONALES POUR UN MONDE ÉQUITABLE ET DROIT,ONG Internationale,HT08,HT0822,01sep2020,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT01,HT0131,01feb2025,Sécurité Alimentaire
PESADEV,PERSPECTIVES POUR LA SANTÉ ET LE DÉVELOPPEMENT,ONG Nationale,HT01,HT0111,24jun2022,Sécurité Alimentaire
FAO,Organisation des Nations Unies pour l'alimentation et l'agriculture,Nations Unies,HT04,HT0411,10jul2019,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT04,HT0433,24jun2022,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT03,HT0352,01sep2020,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0812,01sep2024,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT08,HT0813,01sep2020,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT07,HT0713,01sep2020,Sécurité Alimentaire
ROPAGA,ROPAGA,ONG Nationale,HT08,HT0811,01sep2024,Sécurité Alimentaire
WVI,World Vision International,ONG Internationale,HT06,HT0611,01feb2024,Sécurité Alimentaire
WRC,WORLD RELIEF CORPORATION,ONG Internationale,HT07,HT0732,11may2023,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT07,HT0733,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0231,11may2023,Sécurité Alimentaire
CECI,CENTRE D'ETUDE ET COOPÉRATION INTERNATIONALE,ONG Internationale,HT06,HT0612,11may2023,Sécurité Alimentaire
ACF,Action Contre La Faim,ONG Internationale,HT09,HT0914,10jul2019,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT01,HT0118,01sep2020,Sécurité Alimentaire
TF,TEARFUND,ONG Internationale,HT02,HT0221,01sep2020,Sécurité Alimentaire
ID,INITIATIVE DÉVELOPPEMENT,ONG Internationale,HT08,HT0815,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT06,HT0613,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT09,HT0911,01feb2024,Sécurité Alimentaire
GRET,GROUPE DE RECHERCHE ET D'ECHANGES TECHNOLOGIQUES,ONG Internationale,HT05,HT0521,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0921,11may2023,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT03,HT0331,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT02,HT0233,11may2023,Sécurité Alimentaire
FAO,FOOD AND AGRICULTURE ORGANISATION,Nations Unies,HT08,HT0812,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1024,24jun2022,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT07,HT0733,24jun2022,Sécurité Alimentaire
WR,WORLD RENEW,ONG Internationale,HT06,HT0632,01sep2020,Sécurité Alimentaire
FVCB,FONDATION VOIX DES COMMUNAUTÉS DE BASE,ONG Nationale,HT02,HT0232,11may2023,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT07,HT0711,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT04,HT0433,01sep2020,Sécurité Alimentaire
FONKOZE,FONDASYON KOLE ZEPOL,ONG Nationale,HT04,HT0411,01sep2020,Sécurité Alimentaire
WR,WORLD RENEW,ONG Internationale,HT02,HT0221,01sep2020,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT05,HT0532,01sep2020,Sécurité Alimentaire
FAO,ORGANISATION POUR L’ALIMENTATION ET L’AGRICULTURE,Nations Unies,HT04,HT0433,11may2023,Sécurité Alimentaire
CRS,Catholic Relief Services,ONG Internationale,HT04,HT0423,01feb2024,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT05,HT0533,01sep2020,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0752,11may2023,Sécurité Alimentaire
WW-GVC*,WEWORLD GRUPPO DI VOLONTARIATO CIVILE,ONG Internationale,HT10,HT1014,11may2023,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0812,01sep2024,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0832,01feb2025,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT03,HT0312,11may2023,Sécurité Alimentaire
GOAL,GOAL,ONG Internationale,HT08,HT0833,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0811,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0822,11may2023,Sécurité Alimentaire
CECI,Centre d'Étude et de Coopération Internationale,ONG Internationale,HT02,HT0213,01feb2024,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT07,HT0732,01feb2024,Sécurité Alimentaire
ACF*,ACTION CONTRE LA FIN,ONG Internationale,HT05,HT0511,11may2023,Sécurité Alimentaire
DEP,DÉFENSEURS PLUS,ONG Nationale,HT10,HT1031,11may2023,Sécurité Alimentaire
GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",ONG Nationale,HT04,HT0413,01feb2024,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT05,HT0533,24jun2022,Sécurité Alimentaire
WRC,WORLD RELIEF CORPORATION,ONG Internationale,HT07,HT0715,11may2023,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT07,HT0714,01sep2020,Sécurité Alimentaire
CWS,CHURCH WORLD SERVICE,ONG Internationale,HT01,HT0114,01sep2020,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT07,HT0743,11may2023,Sécurité Alimentaire
PAM,Programme alimentaire mondial,Nations Unies,HT09,HT0913,10jul2019,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT08,HT0821,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0323,11may2023,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT09,HT0914,24jun2022,Sécurité Alimentaire
ID,INITIATIVE DÉVELOPPEMENT,ONG Internationale,HT02,HT0222,11may2023,Sécurité Alimentaire
ACF*,ACTION CONTRE LA FIN,ONG Internationale,HT05,HT0523,11may2023,Sécurité Alimentaire
ADRA,ADVENTIST DEVELOPMENT AND RELIEF AGENCY,ONG Internationale,HT10,HT1023,24jun2022,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0312,11may2023,Sécurité Alimentaire
MI,Malteser International,ONG Internationale,HT10,HT1023,01feb2024,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT03,HT0323,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1014,11may2023,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT05,HT0521,01sep2020,Sécurité Alimentaire
HLD,HAÏTI EN LUTTE POUR LE DÉVELOPPEMENT,Société Civile,HT01,HT0115,01sep2020,Sécurité Alimentaire
EDSEG,ÉCOLE DE DROIT ET DES SCIENCES ÉCONOMIQUES DES GONAIVES/UNIVERSITÉ D'ÉTAT D'HAÏTI,Société Civile,HT05,HT0551,01sep2020,Sécurité Alimentaire
CECI,CENTRE D'ÉTUDE ET DE COOPÉRATION INTERNATIONALE,ONG Internationale,HT04,HT0441,24jun2022,Sécurité Alimentaire
FTB,FONDATION TERRE BLEUE,ONG Nationale,HT10,HT1011,11may2023,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT07,HT0712,24jun2022,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT07,HT0743,01sep2020,Sécurité Alimentaire
J/P HRO-CORE,J/P HAITIAN RELIEF ORGANIZATION,ONG Internationale,HT10,HT1011,11may2023,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT10,HT1021,11may2023,Sécurité Alimentaire
CECI,CENTRE D'ÉTUDE ET DE COOPÉRATION INTERNATIONALE,ONG Internationale,HT04,HT0442,24jun2022,Sécurité Alimentaire
HEKS/EPER,ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0831,01sep2020,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1022,11may2023,Sécurité Alimentaire
MIPROS,MOUVEMENT INTÉGRATION POUR LA PROMOTION SOCIALE,ONG Nationale,HT02,HT0211,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT03,HT0323,11may2023,Sécurité Alimentaire
CARITAS Haiti,Caritas Haiti,ONG Nationale,HT06,HT0642,01feb2024,Sécurité Alimentaire
SCH,SERVICE CHRETIEN D'HAITI,ONG Nationale,HT01,HT0131,01sep2020,Sécurité Alimentaire
MOH,Mission of Hope,ONG Internationale,HT07,HT0731,10jul2019,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT07,HT0722,01sep2020,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT06,HT0641,01sep2020,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT02,HT0212,01sep2020,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT07,HT0713,24jun2022,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT05,HT0551,01feb2024,Sécurité Alimentaire
BCDC,BERACA COMMUNITY DEVELOPMENT CORPORATION,ONG Nationale,HT08,HT0822,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT10,HT1011,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0741,11may2023,Sécurité Alimentaire
AVSI,Associazione Volontari Servizio Internazionale,ONG Internationale,HT09,HT0911,01feb2024,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT07,HT0714,11may2023,Sécurité Alimentaire
FOME,Fondation Mission de l'Espoir,ONG Internationale,HT04,HT0433,01jun2024,Sécurité Alimentaire
PADF,PAN AMERICAN DEVELOPMENT FOUNDATION,ONG Internationale,HT03,HT0311,11may2023,Sécurité Alimentaire
AVSI,ASSOCIAZIONE VOLONTARI PER IL SERVIZIO INTERNAZIONALE,ONG Internationale,HT07,HT0752,01sep2020,Sécurité Alimentaire
MC,MERCY CORPS,ONG Internationale,HT01,HT0131,11may2023,Sécurité Alimentaire
MOCA-HAÏTI,MOTIVATION DES CITOYENS POUR L'AVANCEMENT D'HAÏTI,ONG Nationale,HT08,HT0823,01sep2020,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT06,HT0614,01sep2020,Sécurité Alimentaire
WHH,WELTHUNGERHILFE/AGRO ACTION ALLEMANDE,ONG Internationale,HT09,HT0934,11may2023,Sécurité Alimentaire
Makaya,Makaya,ONG Nationale,HT01,HT0117,01sep2024,Sécurité Alimentaire
ITECA,INSTITUT DE TECHNOLOGIE ET D'ANIMATION,ONG Nationale,HT05,HT0532,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT03,HT0351,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT03,HT0344,24jun2022,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT07,HT0751,01sep2020,Sécurité Alimentaire
AVSI,ASSOCIATION VOLONTAIRES POUR LE SERVICE INTERNATIONAL,ONG Internationale,HT09,HT0932,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0934,11may2023,Sécurité Alimentaire
WHH,Welthungerhilfe,ONG Internationale,HT02,HT0232,01feb2024,Sécurité Alimentaire
PI,Plan International,ONG Internationale,HT05,HT0511,01jun2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT04,HT0441,24jun2022,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT07,HT0715,24jun2022,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT10,HT1022,11may2023,Sécurité Alimentaire
BND*,BUREAU  DE NUTRITION ET DE DEVELOPPEMENT,ONG Nationale,HT05,,11may2023,Sécurité Alimentaire
CISV/PMM,CONSORTIUM DES ONG COMUNITA IMPEGNO SERVIZIO VOLONTARIATO E PROGETTOMONDO.MLAL HAITI,ONG Internationale,HT06,HT0611,01sep2020,Sécurité Alimentaire
SHAA,SOCIÉTÉ HAÏTIENNE D’AIDE AUX AVEUGLES,ONG Nationale,HT09,HT0931,01sep2020,Sécurité Alimentaire
PAM,Programme alimentaire mondial,Nations Unies,HT03,HT0331,10jul2019,Sécurité Alimentaire
CONCERN,CONCERN WORLDWIDE,ONG Internationale,HT01,HT0111,11may2023,Sécurité Alimentaire
AHAAMES ,"Association Haitienne d’Assistance Agricole, Medicale, Educative et Sociale",ONG Nationale,HT10,HT1022,01sep2024,Sécurité Alimentaire
HIS,HELVETAS SWISS INTERCOOPERATION,ONG Internationale,HT01,HT0111,01sep2020,Sécurité Alimentaire
CECI,Centre d'Étude et de Coopération Internationale,ONG Internationale,HT08,HT0833,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT01,HT0121,11may2023,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT07,HT0711,01sep2020,Sécurité Alimentaire
GVC,GRUPPO DI VOLONTARIATO CIVILE,ONG Internationale,HT09,HT0932,01sep2020,Sécurité Alimentaire
HEKS/EPER,FONDATION D'ENTRAIDE PROTESTANTE SUISSE,ONG Internationale,HT08,HT0812,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT09,HT0913,11may2023,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0833,01jun2024,Sécurité Alimentaire
FAO,ORGANISATION DES NATIONS UNIES POUR L'ALIMENTATION ET L'AGRICULTURE,Nations Unies,HT08,HT0834,24jun2022,Sécurité Alimentaire
ACF*,ACTION CONTRE LA FIN,ONG Internationale,HT05,HT0551,11may2023,Sécurité Alimentaire
CECI,Centre d'Étude et de Coopération Internationale,ONG Internationale,HT08,HT0814,01feb2024,Sécurité Alimentaire
CRE,CROIX ROUGE ESPAGNOLE,Mouvement Croix-Rouge,HT10,HT1011,11may2023,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT07,HT0732,01sep2020,Sécurité Alimentaire
ALIANZA,ALIANZA POR LA SOLIDARIDAD,ONG Internationale,HT02,HT0234,24jun2022,Sécurité Alimentaire
HIS,HELVETAS SWISS INTERCOOPERATION,ONG Internationale,HT02,HT0213,01sep2020,Sécurité Alimentaire
HELVETAS,HELVETAS SWISS INTERCOOPERATION,ONG Internationale,HT07,HT0751,11may2023,Sécurité Alimentaire
HLD,HAÏTI EN LUTTE POUR LE DÉVELOPPEMENT,Société Civile,HT01,HT0123,01sep2020,Sécurité Alimentaire
GIRADEL,"Groupe pour l’Inclusion, la Recherche et l’Appui au Développement d’Haïti",ONG Nationale,HT07,HT0716,01feb2024,Sécurité Alimentaire
AIDES,AIDES,ONG Nationale,HT05,HT0513,01jun2024,Sécurité Alimentaire
MARNDR,"Ministère de l'Agriculture, des Ressources Naturelles et du Développement Rural",Gouvernement,HT03,HT0312,01feb2025,Sécurité Alimentaire
GOAL,GOAL,ONG Internationale,HT08,HT0811,01sep2020,Sécurité Alimentaire
WVI-H,WORLD VISION INTERNATIONAL-HAITI,ONG Internationale,HT03,HT0313,01sep2020,Sécurité Alimentaire
FONKOZE,FONDASYON KOLE ZEPOL,ONG Nationale,HT10,HT1022,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT09,HT0911,01sep2020,Sécurité Alimentaire
MI,Malteser International,ONG Internationale,HT01,HT0117,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0712,24jun2022,Sécurité Alimentaire
ACTED,ACTED,ONG Internationale,HT07,HT0732,11may2023,Sécurité Alimentaire
UEPLM,Un Enfant Par La Main,ONG Internationale,HT05,HT0521,10jul2019,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT07,HT0731,24jun2022,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT08,HT0834,01sep2020,Sécurité Alimentaire
KNH-H,KINDERNOTHILFE-HAITI,ONG Internationale,HT09,HT0934,11may2023,Sécurité Alimentaire
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT08,HT0813,01jun2024,Sécurité Alimentaire
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT05,HT0533,01sep2020,Sécurité Alimentaire
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT02,HT0214,01sep2020,Sécurité Alimentaire
SUCO,SOLIDARITÉ - UNION - COOPÉRATION,ONG Internationale,HT07,HT0743,11may2023,Sécurité Alimentaire
ACTED,Agence d'Aide à la Coopération Technique et au Développement,ONG Internationale,HT05,HT0533,01feb2025,Sécurité Alimentaire
PAM,Programme Alimentaire Mondial,Nations Unies,HT08,HT0833,01feb2024,Sécurité Alimentaire
PAM,PROGRAMME ALIMENTAIRE MONDIAL,Nations Unies,HT08,HT0833,11may2023,Sécurité Alimentaire
SHAA,SOCIÉTÉ HAÏTIENNE D’AIDE AUX AVEUGLES,ONG Nationale,HT01,HT0114,01sep2020,Sécurité Alimentaire
IFAD / FIDA,FONDS INTERNATIONAL DE DÉVELOPPEMENT AGRICOLE,Nations Unies,HT09,HT0933,24jun2022,Sécurité Alimentaire
CRE,CROIX ROUGE ESPAGNOLE,Mouvement Croix-Rouge,HT02,HT0211,11may2023,Sécurité Alimentaire
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT05,HT0522,01sep2020,Sécurité Alimentaire
WVI,WORLD VISION INTERNATIONAL,ONG Internationale,HT03,HT0323,01jun2024,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT01,HT0114,01sep2020,Sécurité Alimentaire
WCDO,WORLD CONCERN,ONG Internationale,HT10,HT1011,01sep2020,Sécurité Alimentaire
POLIMED,PLATEFORME DES ORGANISATIONS LOCALES ET INTERNATIONALES POUR UN MONDE ÉQUITABLE ET DROIT,ONG Internationale,HT01,HT0131,01sep2020,Sécurité Alimentaire
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT07,HT0712,01sep2020,Sécurité Alimentaire
